support,itemsets
0.0112,"frozenset({'Pepsodent', 'Bimoli', 'Indomie Goreng'})"
0.0114,"frozenset({'Pepsodent', 'Bimoli', 'Yupi'})"
0.01,"frozenset({'Pepsodent', 'Bimoli', 'Big Babol'})"
0.0102,"frozenset({'Pepsodent', 'Bimoli', 'Biskuat'})"
0.01,"frozenset({'Pepsodent', 'Bimoli', 'Djarum'})"
0.0104,"frozenset({'Pepsodent', 'Bimoli', 'Indomie Kari Ayam'})"
0.0105,"frozenset({'Pepsodent', 'Pocari Sweat', 'Indomie Goreng'})"
0.0102,"frozenset({'Pepsodent', 'Pocari Sweat', 'Taro'})"
0.0111,"frozenset({'Pepsodent', 'Pocari Sweat', 'Biskuat'})"
0.0108,"frozenset({'Pepsodent', 'Pocari Sweat', 'Molto'})"
0.0105,"frozenset({'Pepsodent', 'Pocari Sweat', 'Djarum'})"
0.0113,"frozenset({'Pepsodent', 'Pocari Sweat', 'Indomie Kari Ayam'})"
0.0108,"frozenset({'Pepsodent', 'Beng Beng', 'Indomie Goreng'})"
0.0106,"frozenset({'Pepsodent', 'Beng Beng', 'Lifebuoy'})"
0.011,"frozenset({'Pepsodent', 'Beng Beng', 'Kwaci'})"
0.0107,"frozenset({'Pepsodent', 'Beng Beng', 'Djarum'})"
0.0109,"frozenset({'Pepsodent', 'Beng Beng', 'Biskuat'})"
0.0103,"frozenset({'Pepsodent', 'Beng Beng', 'Teh Kotak'})"
0.0102,"frozenset({'Pepsodent', 'Beng Beng', 'Beras'})"
0.0107,"frozenset({'Pepsodent', 'Beng Beng', 'Yupi'})"
0.0103,"frozenset({'Pepsodent', 'Beng Beng', 'Molto'})"
0.01,"frozenset({'Pepsodent', 'Beng Beng', 'Aqua'})"
0.0112,"frozenset({'Pepsodent', 'Beng Beng', 'Big Babol'})"
0.0104,"frozenset({'Pepsodent', 'Beng Beng', 'Indomie Kari Ayam'})"
0.0103,"frozenset({'Pepsodent', 'Pocari Sweat', 'Torabika'})"
0.0101,"frozenset({'Pepsodent', 'Beng Beng', 'Torabika'})"
0.0103,"frozenset({'Pepsodent', 'Torabika', 'Momogi'})"
0.0102,"frozenset({'Pepsodent', 'Torabika', 'Good Day'})"
0.0104,"frozenset({'Pepsodent', 'Torabika', 'Big Babol'})"
0.0103,"frozenset({'Pepsodent', 'Torabika', 'Roma Kelapa'})"
0.01,"frozenset({'Pepsodent', 'Torabika', 'Mie Gemez'})"
0.0112,"frozenset({'Pepsodent', 'Pantene', 'Pocari Sweat'})"
0.0101,"frozenset({'Pepsodent', 'Pantene', 'Big Babol'})"
0.0122,"frozenset({'Pepsodent', 'Beras', 'Biskuat'})"
0.0104,"frozenset({'Pepsodent', 'Beras', 'Lifebuoy'})"
0.012,"frozenset({'Pepsodent', 'Beras', 'Tango'})"
0.0104,"frozenset({'Pepsodent', 'Beras', 'Kapal Api'})"
0.0113,"frozenset({'Pepsodent', 'Indomie Goreng', 'Beras'})"
0.01,"frozenset({'Pepsodent', 'Bimoli', 'Beras'})"
0.0116,"frozenset({'Pepsodent', 'Aqua', 'Beras'})"
0.0111,"frozenset({'Pepsodent', 'Beras', 'Big Babol'})"
0.0104,"frozenset({'Pepsodent', 'Pocari Sweat', 'Beras'})"
0.0104,"frozenset({'Pepsodent', 'Beras', 'Mie Gemez'})"
0.0101,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Beras'})"
0.0108,"frozenset({'Pepsodent', 'Sun Light Jeruk Nipis', 'Biskuat'})"
0.0106,"frozenset({'Pepsodent', 'Lifebuoy', 'Sun Light Jeruk Nipis'})"
0.0108,"frozenset({'Pepsodent', 'Molto', 'Sun Light Jeruk Nipis'})"
0.0103,"frozenset({'Pepsodent', 'Sun Light Jeruk Nipis', 'Tango'})"
0.0114,"frozenset({'Pepsodent', 'Teh Kotak', 'Sun Light Jeruk Nipis'})"
0.0113,"frozenset({'Pepsodent', 'Sun Light Jeruk Nipis', 'Big Babol'})"
0.0106,"frozenset({'Pepsodent', 'Sun Light Jeruk Nipis', 'Taro'})"
0.0109,"frozenset({'Pepsodent', 'Sukro', 'Biskuat'})"
0.0106,"frozenset({'Pepsodent', 'Sukro', 'Djarum'})"
0.0102,"frozenset({'Pepsodent', 'Sukro', 'Indomie Goreng'})"
0.0103,"frozenset({'Pepsodent', 'Sukro', 'Big Babol'})"
0.0107,"frozenset({'Pepsodent', 'Sukro', 'Yupi'})"
0.0104,"frozenset({'Pepsodent', 'Aqua', 'Sukro'})"
0.0103,"frozenset({'Pepsodent', 'Sukro', 'Taro'})"
0.0106,"frozenset({'Pepsodent', 'Beng Beng', 'Sukro'})"
0.0102,"frozenset({'Pepsodent', 'Sukro', 'Mie Gemez'})"
0.0114,"frozenset({'Pepsodent', 'Kwaci', 'Sukro'})"
0.0111,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Sukro'})"
0.0114,"frozenset({'Pepsodent', 'Molto', 'Biskuat'})"
0.0126,"frozenset({'Pepsodent', 'Aqua', 'Biskuat'})"
0.0114,"frozenset({'Pepsodent', 'Aqua', 'Molto'})"
0.0119,"frozenset({'Pepsodent', 'Aqua', 'Tango'})"
0.01,"frozenset({'Pepsodent', 'Aqua', 'Indomie Goreng'})"
0.01,"frozenset({'Pepsodent', 'Aqua', 'Big Babol'})"
0.01,"frozenset({'Pepsodent', 'Aqua', 'Yupi'})"
0.0112,"frozenset({'Pepsodent', 'Kwaci', 'Molto'})"
0.0107,"frozenset({'Pepsodent', 'Kwaci', 'Biskuat'})"
0.0105,"frozenset({'Pepsodent', 'Kwaci', 'Aqua'})"
0.0104,"frozenset({'Pepsodent', 'Kwaci', 'Indomie Goreng'})"
0.0104,"frozenset({'Pepsodent', 'Kwaci', 'Yupi'})"
0.0103,"frozenset({'Pepsodent', 'Kwaci', 'Tango'})"
0.0103,"frozenset({'Pepsodent', 'Kwaci', 'Big Babol'})"
0.0121,"frozenset({'Pepsodent', 'Kwaci', 'Indomie Kari Ayam'})"
0.011,"frozenset({'Pepsodent', 'Lifebuoy', 'Mie Gemez'})"
0.0105,"frozenset({'Pepsodent', 'Biskuat', 'Mie Gemez'})"
0.0101,"frozenset({'Pepsodent', 'Aqua', 'Mie Gemez'})"
0.0102,"frozenset({'Pepsodent', 'Mie Gemez', 'Yupi'})"
0.0112,"frozenset({'Pepsodent', 'Indomie Goreng', 'Mie Gemez'})"
0.0109,"frozenset({'Pepsodent', 'Djarum', 'Mie Gemez'})"
0.01,"frozenset({'Pepsodent', 'Mie Gemez', 'Big Babol'})"
0.0105,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Mie Gemez'})"
0.01,"frozenset({'Pepsodent', 'Taro', 'Mie Gemez'})"
0.0121,"frozenset({'Pepsodent', 'Molto', 'Nabati Keju'})"
0.01,"frozenset({'Pepsodent', 'Lifebuoy', 'Nabati Keju'})"
0.0104,"frozenset({'Pepsodent', 'Yupi', 'Nabati Keju'})"
0.0102,"frozenset({'Pepsodent', 'Beras', 'Nabati Keju'})"
0.0111,"frozenset({'Pepsodent', 'Nabati Keju', 'Big Babol'})"
0.0113,"frozenset({'Pepsodent', 'Indomie Goreng', 'Djarum'})"
0.0109,"frozenset({'Pepsodent', 'Djarum', 'Big Babol'})"
0.0103,"frozenset({'Pepsodent', 'Molto', 'Djarum'})"
0.0114,"frozenset({'Pepsodent', 'Djarum', 'Biskuat'})"
0.0113,"frozenset({'Pepsodent', 'Djarum', 'Yupi'})"
0.0104,"frozenset({'Pepsodent', 'Aqua', 'Djarum'})"
0.0104,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Djarum'})"
0.0105,"frozenset({'Pepsodent', 'Djarum', 'Good Day'})"
0.0102,"frozenset({'Pepsodent', 'Good Day', 'Taro'})"
0.0101,"frozenset({'Pepsodent', 'Kwaci', 'Good Day'})"
0.0106,"frozenset({'Pepsodent', 'Teh Kotak', 'Good Day'})"
0.0104,"frozenset({'Pepsodent', 'Good Day', 'Yupi'})"
0.01,"frozenset({'Pepsodent', 'Good Day', 'Mie Gemez'})"
0.0112,"frozenset({'Pepsodent', 'Molto', 'Good Day'})"
0.0109,"frozenset({'Pepsodent', 'Good Day', 'Big Babol'})"
0.0102,"frozenset({'Pepsodent', 'Tango', 'Good Day'})"
0.0102,"frozenset({'Pepsodent', 'Pocari Sweat', 'Good Day'})"
0.0111,"frozenset({'Pepsodent', 'Beng Beng', 'Momogi'})"
0.0109,"frozenset({'Pepsodent', 'Kwaci', 'Momogi'})"
0.0102,"frozenset({'Pepsodent', 'Momogi', 'Good Day'})"
0.0111,"frozenset({'Pepsodent', 'Momogi', 'Big Babol'})"
0.0102,"frozenset({'Pepsodent', 'Molto', 'Momogi'})"
0.0111,"frozenset({'Pepsodent', 'Momogi', 'Yupi'})"
0.0107,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Momogi'})"
0.0102,"frozenset({'Pepsodent', 'Bimoli', 'Momogi'})"
0.01,"frozenset({'Pepsodent', 'Aqua', 'Momogi'})"
0.0101,"frozenset({'Pepsodent', 'Momogi', 'Roma Kelapa'})"
0.0108,"frozenset({'Pepsodent', 'Teh Kotak', 'Lifebuoy'})"
0.0106,"frozenset({'Pepsodent', 'Teh Kotak', 'Indomie Goreng'})"
0.0103,"frozenset({'Pepsodent', 'Teh Kotak', 'Djarum'})"
0.0108,"frozenset({'Pepsodent', 'Teh Kotak', 'Yupi'})"
0.0104,"frozenset({'Pepsodent', 'Bimoli', 'Teh Kotak'})"
0.0102,"frozenset({'Pepsodent', 'Teh Kotak', 'Big Babol'})"
0.0108,"frozenset({'Pepsodent', 'Kwaci', 'Teh Kotak'})"
0.0101,"frozenset({'Pepsodent', 'Teh Kotak', 'Molto'})"
0.0101,"frozenset({'Pepsodent', 'Pocari Sweat', 'Teh Kotak'})"
0.0102,"frozenset({'Pepsodent', 'Aqua', 'Teh Kotak'})"
0.0111,"frozenset({'Pepsodent', 'Teh Kotak', 'Kapal Api'})"
0.0103,"frozenset({'Pepsodent', 'Indomie Goreng', 'Kapal Api'})"
0.0111,"frozenset({'Pepsodent', 'Djarum', 'Kapal Api'})"
0.0107,"frozenset({'Pepsodent', 'Molto', 'Kapal Api'})"
0.0101,"frozenset({'Pepsodent', 'Pocari Sweat', 'Kapal Api'})"
0.0107,"frozenset({'Pepsodent', 'Taro', 'Kapal Api'})"
0.0112,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Kapal Api'})"
0.0122,"frozenset({'Pepsodent', 'Molto', 'Yupi'})"
0.0113,"frozenset({'Pepsodent', 'Tango', 'Yupi'})"
0.0123,"frozenset({'Pepsodent', 'Biskuat', 'Yupi'})"
0.012,"frozenset({'Pepsodent', 'Yupi', 'Big Babol'})"
0.011,"frozenset({'Pepsodent', 'Molto', 'Big Babol'})"
0.0107,"frozenset({'Pepsodent', 'Biskuat', 'Big Babol'})"
0.0101,"frozenset({'Pepsodent', 'Good Day', 'Roma Kelapa'})"
0.0103,"frozenset({'Pepsodent', 'Roma Kelapa', 'Gula Pasir'})"
0.0102,"frozenset({'Pepsodent', 'Kwaci', 'Roma Kelapa'})"
0.01,"frozenset({'Pepsodent', 'Sun Light Jeruk Nipis', 'Roma Kelapa'})"
0.01,"frozenset({'Pepsodent', 'Lifebuoy', 'Roma Kelapa'})"
0.0114,"frozenset({'Pepsodent', 'Biskuat', 'Roma Kelapa'})"
0.0101,"frozenset({'Pepsodent', 'Roma Kelapa', 'Taro'})"
0.0104,"frozenset({'Pepsodent', 'Indomie Goreng', 'Roma Kelapa'})"
0.0102,"frozenset({'Pepsodent', 'Pocari Sweat', 'Roma Kelapa'})"
0.0103,"frozenset({'Pepsodent', 'Roma Kelapa', 'Yupi'})"
0.0125,"frozenset({'Pepsodent', 'Big Babol', 'Gula Pasir'})"
0.0113,"frozenset({'Pepsodent', 'Yupi', 'Gula Pasir'})"
0.01,"frozenset({'Pepsodent', 'Biskuat', 'Gula Pasir'})"
0.0107,"frozenset({'Pepsodent', 'Kwaci', 'Gula Pasir'})"
0.0103,"frozenset({'Pepsodent', 'Molto', 'Gula Pasir'})"
0.0102,"frozenset({'Pepsodent', 'Lifebuoy', 'Gula Pasir'})"
0.0103,"frozenset({'Pepsodent', 'Indomie Goreng', 'Gula Pasir'})"
0.0105,"frozenset({'Pepsodent', 'Taro', 'Gula Pasir'})"
0.0101,"frozenset({'Pepsodent', 'Aqua', 'Gula Pasir'})"
0.01,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Gula Pasir'})"
0.0114,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Biskuat'})"
0.0101,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Tango'})"
0.011,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Big Babol'})"
0.0106,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Yupi'})"
0.0104,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Indomie Goreng'})"
0.0103,"frozenset({'Pepsodent', 'Indomie Kari Ayam', 'Molto'})"
0.0121,"frozenset({'Pepsodent', 'Aqua', 'Indomie Kari Ayam'})"
0.0487,"frozenset({'Kwaci', 'Beras'})"
0.0466,"frozenset({'Kwaci', 'Roma Kelapa'})"
0.0459,"frozenset({'Kwaci', 'Good Day'})"
0.0458,"frozenset({'Kwaci', 'Molto'})"
0.05,"frozenset({'Kwaci', 'Momogi'})"
0.0479,"frozenset({'Kwaci', 'Big Babol'})"
0.0447,"frozenset({'Kwaci', 'Aqua'})"
0.0431,"frozenset({'Kwaci', 'Djarum'})"
0.039,"frozenset({'Kwaci', 'Nabati Keju'})"
0.0457,"frozenset({'Kwaci', 'Sun Light Jeruk Nipis'})"
0.0456,"frozenset({'Kwaci', 'Biskuat'})"
0.0471,"frozenset({'Kwaci', 'Gula Pasir'})"
0.0436,"frozenset({'Kwaci', 'Taro'})"
0.0458,"frozenset({'Kwaci', 'Kapal Api'})"
0.0447,"frozenset({'Kwaci', 'Pocari Sweat'})"
0.0474,"frozenset({'Kwaci', 'Indomie Kari Ayam'})"
0.0101,"frozenset({'Kwaci', 'Beras', 'Momogi'})"
0.0124,"frozenset({'Kwaci', 'Momogi', 'Roma Kelapa'})"
0.0107,"frozenset({'Kwaci', 'Roma Kelapa', 'Big Babol'})"
0.0109,"frozenset({'Kwaci', 'Roma Kelapa', 'Gula Pasir'})"
0.0108,"frozenset({'Kwaci', 'Beras', 'Good Day'})"
0.0105,"frozenset({'Good Day', 'Kwaci', 'Roma Kelapa'})"
0.0112,"frozenset({'Kwaci', 'Good Day', 'Big Babol'})"
0.0112,"frozenset({'Kwaci', 'Momogi', 'Good Day'})"
0.01,"frozenset({'Kwaci', 'Indomie Kari Ayam', 'Good Day'})"
0.0103,"frozenset({'Kwaci', 'Good Day', 'Gula Pasir'})"
0.0101,"frozenset({'Kwaci', 'Molto', 'Beras'})"
0.0103,"frozenset({'Kwaci', 'Molto', 'Kapal Api'})"
0.0115,"frozenset({'Kwaci', 'Molto', 'Momogi'})"
0.0108,"frozenset({'Kwaci', 'Molto', 'Big Babol'})"
0.01,"frozenset({'Kwaci', 'Molto', 'Gula Pasir'})"
0.0114,"frozenset({'Kwaci', 'Indomie Kari Ayam', 'Molto'})"
0.0145,"frozenset({'Kwaci', 'Momogi', 'Big Babol'})"
0.0109,"frozenset({'Kwaci', 'Beras', 'Big Babol'})"
0.0113,"frozenset({'Kwaci', 'Aqua', 'Momogi'})"
0.0105,"frozenset({'Kwaci', 'Aqua', 'Good Day'})"
0.0105,"frozenset({'Kwaci', 'Aqua', 'Big Babol'})"
0.0108,"frozenset({'Kwaci', 'Aqua', 'Biskuat'})"
0.0104,"frozenset({'Kwaci', 'Aqua', 'Molto'})"
0.011,"frozenset({'Kwaci', 'Aqua', 'Kapal Api'})"
0.0113,"frozenset({'Kwaci', 'Aqua', 'Indomie Kari Ayam'})"
0.0105,"frozenset({'Kwaci', 'Molto', 'Djarum'})"
0.0103,"frozenset({'Kwaci', 'Djarum', 'Good Day'})"
0.0101,"frozenset({'Kwaci', 'Djarum', 'Momogi'})"
0.01,"frozenset({'Kwaci', 'Djarum', 'Big Babol'})"
0.0101,"frozenset({'Kwaci', 'Djarum', 'Roma Kelapa'})"
0.0105,"frozenset({'Kwaci', 'Djarum', 'Gula Pasir'})"
0.0101,"frozenset({'Kwaci', 'Indomie Kari Ayam', 'Djarum'})"
0.0107,"frozenset({'Kwaci', 'Beras', 'Nabati Keju'})"
0.011,"frozenset({'Kwaci', 'Big Babol', 'Nabati Keju'})"
0.01,"frozenset({'Kwaci', 'Molto', 'Sun Light Jeruk Nipis'})"
0.0106,"frozenset({'Kwaci', 'Sun Light Jeruk Nipis', 'Good Day'})"
0.0102,"frozenset({'Kwaci', 'Indomie Kari Ayam', 'Sun Light Jeruk Nipis'})"
0.0123,"frozenset({'Kwaci', 'Beras', 'Sun Light Jeruk Nipis'})"
0.0106,"frozenset({'Kwaci', 'Sun Light Jeruk Nipis', 'Kapal Api'})"
0.0114,"frozenset({'Kwaci', 'Sun Light Jeruk Nipis', 'Gula Pasir'})"
0.0115,"frozenset({'Kwaci', 'Momogi', 'Sun Light Jeruk Nipis'})"
0.0114,"frozenset({'Kwaci', 'Sun Light Jeruk Nipis', 'Big Babol'})"
0.0106,"frozenset({'Kwaci', 'Sun Light Jeruk Nipis', 'Biskuat'})"
0.0101,"frozenset({'Kwaci', 'Molto', 'Biskuat'})"
0.0126,"frozenset({'Kwaci', 'Momogi', 'Biskuat'})"
0.012,"frozenset({'Kwaci', 'Biskuat', 'Big Babol'})"
0.0107,"frozenset({'Kwaci', 'Indomie Kari Ayam', 'Biskuat'})"
0.0126,"frozenset({'Kwaci', 'Beras', 'Biskuat'})"
0.0107,"frozenset({'Kwaci', 'Biskuat', 'Good Day'})"
0.0127,"frozenset({'Kwaci', 'Biskuat', 'Roma Kelapa'})"
0.0117,"frozenset({'Kwaci', 'Momogi', 'Gula Pasir'})"
0.0105,"frozenset({'Kwaci', 'Beras', 'Gula Pasir'})"
0.0108,"frozenset({'Kwaci', 'Indomie Kari Ayam', 'Gula Pasir'})"
0.0112,"frozenset({'Kwaci', 'Big Babol', 'Gula Pasir'})"
0.0113,"frozenset({'Kwaci', 'Sun Light Jeruk Nipis', 'Taro'})"
0.0107,"frozenset({'Good Day', 'Kwaci', 'Taro'})"
0.011,"frozenset({'Kwaci', 'Biskuat', 'Taro'})"
0.0104,"frozenset({'Kwaci', 'Roma Kelapa', 'Taro'})"
0.0115,"frozenset({'Kwaci', 'Taro', 'Big Babol'})"
0.0101,"frozenset({'Kwaci', 'Pocari Sweat', 'Taro'})"
0.011,"frozenset({'Kwaci', 'Aqua', 'Taro'})"
0.0105,"frozenset({'Kwaci', 'Beras', 'Taro'})"
0.0117,"frozenset({'Kwaci', 'Beras', 'Kapal Api'})"
0.0107,"frozenset({'Kapal Api', 'Kwaci', 'Big Babol'})"
0.011,"frozenset({'Kwaci', 'Indomie Kari Ayam', 'Kapal Api'})"
0.0104,"frozenset({'Kapal Api', 'Kwaci', 'Gula Pasir'})"
0.0101,"frozenset({'Kwaci', 'Pocari Sweat', 'Sun Light Jeruk Nipis'})"
0.0107,"frozenset({'Kwaci', 'Pocari Sweat', 'Kapal Api'})"
0.01,"frozenset({'Kwaci', 'Pocari Sweat', 'Good Day'})"
0.0104,"frozenset({'Kwaci', 'Pocari Sweat', 'Roma Kelapa'})"
0.01,"frozenset({'Kwaci', 'Pocari Sweat', 'Big Babol'})"
0.0107,"frozenset({'Kwaci', 'Indomie Kari Ayam', 'Momogi'})"
0.0105,"frozenset({'Kwaci', 'Indomie Kari Ayam', 'Beras'})"
0.0466,"frozenset({'Pantene', 'Sukro'})"
0.046,"frozenset({'Sukro', 'Good Day'})"
0.0458,"frozenset({'Sukro', 'Molto'})"
0.0456,"frozenset({'Sukro', 'Roma Kelapa'})"
0.0453,"frozenset({'Kwaci', 'Sukro'})"
0.0424,"frozenset({'Sukro', 'Beras'})"
0.0463,"frozenset({'Sukro', 'Momogi'})"
0.0456,"frozenset({'Sukro', 'Kapal Api'})"
0.0451,"frozenset({'Sukro', 'Big Babol'})"
0.0433,"frozenset({'Sukro', 'Lifebuoy'})"
0.0472,"frozenset({'Aqua', 'Sukro'})"
0.045,"frozenset({'Sukro', 'Yupi'})"
0.0445,"frozenset({'Sukro', 'Biskuat'})"
0.0442,"frozenset({'Teh Kotak', 'Sukro'})"
0.0429,"frozenset({'Sukro', 'Sun Light Jeruk Nipis'})"
0.0466,"frozenset({'Sukro', 'Taro'})"
0.046,"frozenset({'Sukro', 'Indomie Goreng'})"
0.0428,"frozenset({'Sukro', 'Gula Pasir'})"
0.046,"frozenset({'Sukro', 'Djarum'})"
0.0435,"frozenset({'Indomie Kari Ayam', 'Sukro'})"
0.0406,"frozenset({'Sukro', 'Nabati Keju'})"
0.0433,"frozenset({'Torabika', 'Sukro'})"
0.0428,"frozenset({'Bimoli', 'Sukro'})"
0.0418,"frozenset({'Pocari Sweat', 'Sukro'})"
0.0445,"frozenset({'Sukro', 'Mie Gemez'})"
0.0428,"frozenset({'Sukro', 'Tango'})"
0.0105,"frozenset({'Pantene', 'Sukro', 'Taro'})"
0.0113,"frozenset({'Pantene', 'Aqua', 'Sukro'})"
0.0121,"frozenset({'Pantene', 'Sukro', 'Good Day'})"
0.0109,"frozenset({'Sukro', 'Momogi', 'Good Day'})"
0.0105,"frozenset({'Good Day', 'Sukro', 'Taro'})"
0.0108,"frozenset({'Sukro', 'Djarum', 'Good Day'})"
0.0109,"frozenset({'Aqua', 'Sukro', 'Good Day'})"
0.0108,"frozenset({'Pantene', 'Sukro', 'Molto'})"
0.0104,"frozenset({'Sukro', 'Molto', 'Good Day'})"
0.0103,"frozenset({'Sukro', 'Indomie Goreng', 'Molto'})"
0.0102,"frozenset({'Sukro', 'Djarum', 'Molto'})"
0.0106,"frozenset({'Sukro', 'Momogi', 'Molto'})"
0.0108,"frozenset({'Pantene', 'Sukro', 'Roma Kelapa'})"
0.0107,"frozenset({'Good Day', 'Sukro', 'Roma Kelapa'})"
0.0106,"frozenset({'Sukro', 'Molto', 'Roma Kelapa'})"
0.0102,"frozenset({'Sukro', 'Roma Kelapa', 'Kapal Api'})"
0.0105,"frozenset({'Sukro', 'Roma Kelapa', 'Taro'})"
0.0102,"frozenset({'Sukro', 'Indomie Goreng', 'Roma Kelapa'})"
0.0111,"frozenset({'Sukro', 'Momogi', 'Roma Kelapa'})"
0.0106,"frozenset({'Sukro', 'Djarum', 'Roma Kelapa'})"
0.01,"frozenset({'Aqua', 'Sukro', 'Roma Kelapa'})"
0.011,"frozenset({'Pantene', 'Sukro', 'Kwaci'})"
0.0108,"frozenset({'Kwaci', 'Sukro', 'Good Day'})"
0.01,"frozenset({'Kwaci', 'Sukro', 'Molto'})"
0.0103,"frozenset({'Kwaci', 'Aqua', 'Sukro'})"
0.0108,"frozenset({'Kwaci', 'Sukro', 'Kapal Api'})"
0.0101,"frozenset({'Kwaci', 'Sukro', 'Indomie Goreng'})"
0.0114,"frozenset({'Kwaci', 'Sukro', 'Momogi'})"
0.0105,"frozenset({'Kwaci', 'Sukro', 'Taro'})"
0.0118,"frozenset({'Pantene', 'Sukro', 'Beras'})"
0.0103,"frozenset({'Sukro', 'Beras', 'Roma Kelapa'})"
0.0102,"frozenset({'Kwaci', 'Sukro', 'Beras'})"
0.0109,"frozenset({'Aqua', 'Beras', 'Sukro'})"
0.0106,"frozenset({'Sukro', 'Beras', 'Taro'})"
0.01,"frozenset({'Sukro', 'Beras', 'Djarum'})"
0.0117,"frozenset({'Sukro', 'Indomie Goreng', 'Beras'})"
0.0121,"frozenset({'Aqua', 'Momogi', 'Sukro'})"
0.0109,"frozenset({'Pantene', 'Sukro', 'Momogi'})"
0.0113,"frozenset({'Sukro', 'Momogi', 'Kapal Api'})"
0.0122,"frozenset({'Sukro', 'Djarum', 'Kapal Api'})"
0.0109,"frozenset({'Sukro', 'Indomie Goreng', 'Kapal Api'})"
0.0108,"frozenset({'Sukro', 'Molto', 'Kapal Api'})"
0.0103,"frozenset({'Sukro', 'Good Day', 'Kapal Api'})"
0.0108,"frozenset({'Sukro', 'Taro', 'Kapal Api'})"
0.0114,"frozenset({'Aqua', 'Sukro', 'Kapal Api'})"
0.0125,"frozenset({'Sukro', 'Momogi', 'Big Babol'})"
0.0112,"frozenset({'Sukro', 'Big Babol', 'Kapal Api'})"
0.012,"frozenset({'Sukro', 'Taro', 'Big Babol'})"
0.0109,"frozenset({'Sukro', 'Roma Kelapa', 'Big Babol'})"
0.0107,"frozenset({'Sukro', 'Molto', 'Big Babol'})"
0.0114,"frozenset({'Sukro', 'Djarum', 'Big Babol'})"
0.0111,"frozenset({'Aqua', 'Sukro', 'Big Babol'})"
0.0112,"frozenset({'Pantene', 'Sukro', 'Big Babol'})"
0.0109,"frozenset({'Lifebuoy', 'Sukro', 'Momogi'})"
0.0108,"frozenset({'Sukro', 'Lifebuoy', 'Kapal Api'})"
0.0109,"frozenset({'Sukro', 'Lifebuoy', 'Biskuat'})"
0.0112,"frozenset({'Sukro', 'Lifebuoy', 'Molto'})"
0.01,"frozenset({'Sukro', 'Lifebuoy', 'Taro'})"
0.0121,"frozenset({'Sukro', 'Lifebuoy', 'Yupi'})"
0.0102,"frozenset({'Sukro', 'Indomie Goreng', 'Lifebuoy'})"
0.0106,"frozenset({'Sukro', 'Lifebuoy', 'Mie Gemez'})"
0.01,"frozenset({'Aqua', 'Sukro', 'Yupi'})"
0.0116,"frozenset({'Sukro', 'Djarum', 'Yupi'})"
0.011,"frozenset({'Sukro', 'Molto', 'Yupi'})"
0.0106,"frozenset({'Sukro', 'Good Day', 'Yupi'})"
0.0102,"frozenset({'Sukro', 'Indomie Goreng', 'Yupi'})"
0.0117,"frozenset({'Pantene', 'Sukro', 'Yupi'})"
0.011,"frozenset({'Yupi', 'Sukro', 'Big Babol'})"
0.0104,"frozenset({'Sukro', 'Momogi', 'Yupi'})"
0.0103,"frozenset({'Sukro', 'Roma Kelapa', 'Yupi'})"
0.0105,"frozenset({'Aqua', 'Sukro', 'Biskuat'})"
0.0101,"frozenset({'Sukro', 'Biskuat', 'Yupi'})"
0.0115,"frozenset({'Sukro', 'Biskuat', 'Roma Kelapa'})"
0.0103,"frozenset({'Sukro', 'Biskuat', 'Taro'})"
0.01,"frozenset({'Sukro', 'Momogi', 'Biskuat'})"
0.0115,"frozenset({'Sukro', 'Djarum', 'Biskuat'})"
0.0105,"frozenset({'Pantene', 'Sukro', 'Biskuat'})"
0.011,"frozenset({'Teh Kotak', 'Sukro', 'Yupi'})"
0.0106,"frozenset({'Aqua', 'Sukro', 'Teh Kotak'})"
0.0104,"frozenset({'Kwaci', 'Teh Kotak', 'Sukro'})"
0.0107,"frozenset({'Teh Kotak', 'Sukro', 'Roma Kelapa'})"
0.0112,"frozenset({'Teh Kotak', 'Sukro', 'Kapal Api'})"
0.011,"frozenset({'Teh Kotak', 'Sukro', 'Taro'})"
0.0107,"frozenset({'Teh Kotak', 'Sukro', 'Molto'})"
0.0113,"frozenset({'Teh Kotak', 'Sukro', 'Big Babol'})"
0.0106,"frozenset({'Teh Kotak', 'Momogi', 'Sukro'})"
0.0113,"frozenset({'Teh Kotak', 'Sukro', 'Good Day'})"
0.0106,"frozenset({'Aqua', 'Sukro', 'Sun Light Jeruk Nipis'})"
0.0104,"frozenset({'Kwaci', 'Sukro', 'Sun Light Jeruk Nipis'})"
0.0103,"frozenset({'Teh Kotak', 'Sukro', 'Sun Light Jeruk Nipis'})"
0.0101,"frozenset({'Sukro', 'Sun Light Jeruk Nipis', 'Biskuat'})"
0.01,"frozenset({'Pantene', 'Sukro', 'Sun Light Jeruk Nipis'})"
